,id,text,normal,insult,obscenity,threat
38,19415,здравствуйте дом сдали ?,1,0,0,0
39,246108,"да люди иногда бывают таким жестокими,к чувствам других..",1,0,0,0
40,232624,"пиздеж, не его слова оно чмо",0,1,0,0
41,228334,о чем? смотри другие комментарии,1,0,0,0
42,247172,"у меня осталась банка сухого кошачьего молока( тоже выкамливала котенка), если поможет малышу , то пожалуйста, могу передать",1,0,0,0
43,36177,"сука, чтобы ты горел в адуу",0,1,0,0
44,112840,это очень очень красиво,1,0,0,0
45,183556,как этого хуеплета вообще со стадиона выпустили. записали бы в мясо чтоб не опознали.,0,1,0,0
46,41601,на хрена дождь для абхазии . там туристов ждут - это их хлеб,1,0,0,0
47,221276,без слез нельзя смотреть!!!,1,0,0,0
48,247082,милая👍,1,0,0,0
49,3277,"ещё не продали.,а то бы забрали.",1,0,0,0
50,46679,очередной фейк?,1,0,0,0
51,131206,все верно!!!👍👍👍,1,0,0,0
52,72666,разрубить пидораса и по покетам расфасовать,0,1,0,1
53,69719,"так выглядели первые в мире монеты.появление официальной валюты значительно упростило экономику и укрепило деньги в качестве платежного средства. чеканные монеты постепенно вытеснили бартер, а стоимость товара стала рассчитываться по особой формуле. в цены уже вкладывались использованные материалы, трудоемкость работы и временные затраты. обозначение стоимости позволило сделать процесс товарообмена удобнее, быстрее и проще.появление официальной валюты значительно упростило экономику и укрепило деньги в качестве платежного средства. чеканные монеты постепенно вытеснили бартер, а стоимость товара стала рассчитываться по особой формуле. в цены уже вкладывались использованные материалы, трудоемкость работы и временные затраты. обозначение стоимости позволило сделать процесс товарообмена удобнее, быстрее и проще.",1,0,0,0
54,122716,"а кто его там ждет, кроме как тюрьма",1,0,0,0
55,178046,"пчёлки, привет! делать дополнительный заказ за 2 агрика не нужно! мы на 3 месте! чтобы обогнать кооператив, занимающий 2 место, нужно сделать больше 40 заказов. но не думаю, что они будут отдыхать, видя, что их пытаются догнать. кооперативу, который занимает 4 место, также нужно сделать более 40 заказов, чтобы догнать нас. поэтому, оставляем всё так, как есть! ok.ru/profile/335504441976/album/812971105400/900132820856 ok.ru/profile/335504441976/album/812971105400/900143010168",1,0,0,0
56,93383,поздравляю доченьку аземша светлану с днём рождения!!! счастья тебе дорогая моя!!!❤💖💞🌺💐🌷🌹🎂🎁🍕,1,0,0,0
57,139016,пора в охотники,1,0,0,0
58,18837,скоро за репку работать будем и мечтать что бы не дожить до пенсии.,1,0,0,0
59,176607,медленно проберусь в ресторан!!!,1,0,0,0
60,142613,цены в группе я вас пригласила,1,0,0,0
61,37129,"таких людей забывать нельзя.опомнитесь,,,,,,что нужно делать с нашими детьми? они просто охренели в погоне за деньгами,..... страшно,,,,,",1,0,0,0
62,1368,в ростовской области стоит ввшная дон 100....ее одной хватит чтоб всю вашу блядюшную хохлятскую так называемую армию раскрошить... как повара укроп крошат... :-d﻿:-d﻿:-d﻿;-)﻿,0,1,0,1
63,194965,хозяина сволочугу убить!,0,1,0,1
64,18742,и по чем метра стоит?,1,0,0,0
65,111894,"лариса, большое спасибо! какие фотографии, очень передают атмосферу таормины ))) спасибо!",1,0,0,0
66,4704,"фамилия этого пидораса и его жены кравцовы, краснодарский край, ещё мудак и нарик к то му же, ну пидор прославился ты на всю страну, показали даже по центральному тв, как он издевается над ребёнком, это его дочь, ну пидарок жди гостей, тебя на ремни резать будут, сперва подвесят за яйца, лучше пидор тебе самому застрелиться, можешь на зону отехать но это ещё хуже в твоём случае.",0,1,0,1
67,113995,"обращение в администрацию официальное напишите, вам обязательно ответят",1,0,0,0
68,38310,"твари, никогда не забуду, как собчак не стесняясь по тнлевизору зачвила, что золотая молодёжь живет на барвихи, а остольные это быдло сволочь вышедшея из парнографической передачи, сама сука и тварь и её настоящее и будущее проклятие народа!!!",0,1,0,0
69,84929,благодарю за быстрый и точный ответ,1,0,0,0
70,49111,"ух ты,здорово.",1,0,0,0
71,205048,в смысле никто не выжил ?,1,0,0,0
72,104453,"государство-это самое большое акционерное общество и монополист(такие же как газпром,ржд и т.д.),во главе председатель-вв,эффективность-главная цель(получение большей прибыли)-все остальное социалка,медицина, образование-все чепуха,человек интересует его как средство достижения прибыли.все....",1,0,0,0
73,210171,"а моего представили к государственной награде медалью суворова , по возвращению будут награждать в академии.🌟💪",1,0,0,0
74,59480,"это же мама , только мама способна на все ...",1,0,0,0
75,38471,лебеда -подорожник,1,0,0,0
76,123069,здравствуйте. куплю водонагреватель за 1500.,1,0,0,0
77,9893,удачи тебе👍👍,1,0,0,0
78,236025,пидоры один на один очко играет чмыри путинские,0,1,0,0
79,111211,выебать петуха,0,1,1,1
80,55749,а в 81г томский водовод и запустили.,1,0,0,0
81,180341,рот свой закрой подстилка путинская,0,1,0,0
82,100113,козёл он и в полиции козёл,0,1,0,0
83,124274,"это он включил автоответчик. есть такая программа банить. можно скачать эту прогу. но админы могут самого отключить на месяц. но удобно. включил на 15-20 минут, а сам кофе пьёшь. некоторые дурачки пытаются отвечать этой проге.",1,0,0,0
84,48657,"анна, плюсую миллион раз. когда моему племяннику было 6 лет, он меня так довёл своими истериками, что я не выдержала и дала ему подзатыльник хороший. до сиз пор помню, как она плакал и тогда сказал, что вырастет и отомстит мне. мне тогда было 20 лет. столько лет прошло. темке уже 25 лет. такой парень классный вырос. а у меня до сих пор чувство вины перед ним. он, естественно, ничего не помнит, а у меня в голове засело... не понимаю, как можно бить детей.",1,0,0,0
85,146297,его отдали 8 июля. клипса была в ухе?,1,0,0,0
86,195939,а поставишь два класса получишь как у захарченко 9000000000.а я думаю откуда у него такие деньги.а ларчик просто открывался ставь себе классы и деньги сами поплывут.,1,0,0,0
87,221271,"вот это да ,может мне помогать будете ,у меня друзей мало ,игра нравится , у меня только начало",1,0,0,0
88,187572,"очень помогает детский обычный крем, или мазать зелёнкой!",1,0,0,0
89,153595,"да, такие люди как ты",1,0,0,0
90,173653,там никто не ворует . и они молодцы!,1,0,0,0
91,229628,пидоры везде одинаковы,0,1,0,0
92,50443,"зашибись:o . а когда скажут пенсия или зарплата поднимается, а то только на словах? значит коммунальные скачут вверх, проезд на автобус поднимают, такси тоже наверное поднимут, а пенсия только на месте стоит",1,0,0,0
93,239152,"пару тройку активистов майданутых заковать в каналы и лес валить этапировать показательно и всё успокоится, а то кастрюлеголовые реально всю россию раскачают им же не имётся ни чему не учит пример хохляндии. хохляндия же показала всему миру какими долбодятлами не надо быть, однако эти дятлы думают что в россии такого не будет, а будет всё в правовом поле, а хуюшки вашей дунюшке именно так же как в хохляндии всё и будет, у пиндосов один сценарий для всех цветных революции",0,1,0,0
94,69952,это обоюдное решение✌,1,0,0,0
95,37904,а для россиян всё самое хорошее вот и газ подорожал,1,0,0,0
96,192208,валежник давали не всем желающим потомучто мало денег было выделено,1,0,0,0
97,52953,"не пизди, когда не знаешь. за умного сойдёшь.(h)",0,1,0,0
98,33780,"так я не чего и не поняла, будут сегодня выплаты или нет?",1,0,0,0
99,53544,"это не пенсия, а подачи.",1,0,0,0
100,1575,коломина доча туда бы попала чтоб мост быстрей сделали,1,0,0,0
101,45223,"помню помню,хуй редкостный",0,1,0,0
102,107828,оба!!! а вы хто??? а ваще не ждите. мне и тут неплохо ;-),1,0,0,0
103,73163,ключевое слово ...обещают...*-)﻿(tr)﻿,1,0,0,0
104,203596,спасибо. уже взяли котёнка,1,0,0,0
105,128841,"ты большой молодец,спасибо тебе большое за все что сделал.",1,0,0,0
106,5108,сбербанк онлайн чек по операции сбербанк онлайн операция перевод с карты на карту операции мску дата июл оо время операции мск б о документа номер чвб с сперации статус выполнен успешно сумма операции взооо руб комиссия ооо отправитель бб получатель зч карты он получателя телефон вз б код вторизации авт зчбз получатель платежа марта сергеевна м пмф платеж выполнен,1,0,0,0
107,27309,спасибо. впечатляет.,1,0,0,0
108,220606,"почему-то на показ стали выставлять либо пошлости, либо бытовые сплетни.отчего .отчего же лишний раз не сказать доброе слово о хорошем человеке ? а ведь на таких людях земля держится.",1,0,0,0
109,164394,денис и лазарук не под колпаком 40 бомб послал по 10,1,0,0,0
110,246060,руки отрубают,0,0,0,1
111,201736,натурой берут только...........,1,0,0,0
112,13926,"я 10 бесконечных прошла, и то с большим трудом.",1,0,0,0
113,203557,наше золотое детство,1,0,0,0
114,115116,"добрый день! приглашаем вас на пробную процедуру со скидкой 50 процентов, которая будет стоить 800 рублей. я так понимаю, вы знаете, что это за процедура и как она работает?",1,0,0,0
115,171338,гореть ему в аду и его чиновников всех рангов!!!!!!,0,0,0,1
116,89561,это недруг а .............,1,0,0,0
117,183035,"ты действительно не дружишь с головой....? то что ты описал это не деребан... а обыкновенная жизни страны.... правда подворовывают ... ну куда без этого..! зерно разворовали, а хлеб есть, понавыписывали себе премий миллионы , а пенсию платят исправно... а при парашенки всё было заебись только у меня с женой спиздили 5 !!! пенсий ... вот это дерибан !!! спроси как им живётся когда у них спиздят 5 пенсий .... а пенсия у нас это жизнь.. нет пенсии хоть здыхай.... ну сейчас до тебя хоть немного дошло ???? а то что вы ситаете про чужие миллионы так это от завистливой жабы, что деньги идут не вам а кому то другому....",0,1,0,0
118,151566,"туберкулёз, атипичная пневмония, просто пневмония.. и вот здрасьте.. политвирус💩",1,0,0,0
119,113886,я первый если что))))))),1,0,0,0
120,179310,ссылка на группу https://ok.ru/group/56301187104906,1,0,0,0
121,214302,народ упырей всех давить будет,0,1,0,1
122,112618,учанина 2-1.можете позвонить по этому номеру 89144788322,1,0,0,0
123,213103,не думаю что этой бабуле нужны лайки .,1,0,0,0
124,3668,а в баночках огурчики колечками😊,1,0,0,0
125,215519,"передам дочери.. вперёд моя хорошая на 26 этаж.. коляска в правой руке, ребёнок в левой, если устанешь можешь поменять стороны, а уж пакет с чем - нибудь, как обычно в зубы... 🤔🙄😳😀👍...",1,0,0,0
126,30137,о прокляы ервецы военные дейсbия показаb все оvеb по десbиям бо зафиксирован магу уческий удар по замку мессира таьяна рюмана об оо ур бо зафиксирован маг гический удар по замку рюмина мессира таbяна урр об о оо ч зафиксирован маг уческий удар по замку мессира таbяна рюмина ур об ов оо чч вам не удалось ограби замок мессира таbяна рюмина ур об ов оо вам ограбиb темная баиня чо удалось ур не оо об ов оо,0,1,0,0
127,132393,я почти приехала,1,0,0,0
128,231517,очень жаль!!! мальчика жаль! но он виноват сам!!! хотел показать геройство - но случилось то что случилось! вот где были рабочие которые должны следить за своими подопечными7,1,0,0,0
129,140417,уработались у станка-кормушки,1,0,0,0
130,8045,"желатин нельзя кипятить, а только доводят до кипения.",1,0,0,0
131,199981,том и джерри - начало.,1,0,0,0
132,185399,"смотрю подремонтировали,",1,0,0,0
133,224528,в стоге сколько центеров,1,0,0,0
134,229807,мне тоже постоянно навязывают друзей. надоело. хочу закрыть это сайт. подскажите как это сделать.,1,0,0,0
135,15926,чтоб у него на лбу хер вырос,0,1,0,0
136,215770,пидоры 😡,0,1,0,0
137,106693,таких уродов и засранцев надо штрафовать и ощутимо. вот тогда может быть и будет толк.,0,1,0,0
138,240289,​​спасибо большое! видео и песня шикарные!!! ok.ru/profile/576735875539/album/890249106131/895528256211,1,0,0,0
139,149238,ии чб кы захватил фрейтер детали х звоб уез командира игорь п оо антье ур ч оч ов збччк зз расст коорлинат фрейтера звоб о награда зббв бо бо зббв ильлар игорь пим лозов чёрная пантера о ги боевое преимушество войска кобрых главное подразделение бонус б контрактники операционист чз о скорость сбора ресурсов фрейтерах о в в бз бзч бзб бз войск кобры,1,0,0,0
140,87871,"ну откуда они .ять , ведь жизнь можно сказать прожила , а ума не нажила",1,0,0,0
141,108371,"толерантность-не социальный термин, а как раз медицинский и обозначает, что организм не имеет возможности отличить свое от чужого. когда чужое начинает агрессивно размножаться, то свое гибнет, а вместе с ним и весь организм.",1,0,0,0
142,242964,"молодцы ! главное себя не обделить , наверное пашут как ишаки , что надо добавить , а убавить можно и у нас , простых смертных ! браво минфину и прочим !",1,0,0,0
143,112104,"да он и без сабли,страшный,бля....",0,1,0,0
144,60543,"кто тебе дебилу сказал, что с чмом я буду общаться? уебок, ты живешь за мой счет. нефть перекрыть и все вы по свету поползете...",0,1,0,0
145,171782,маленькие,1,0,0,0
146,57059,если уйдёт жириновский - некому будет будить коллег:-) :-) :-),1,0,0,0
147,245902,вы зачем такие фото в группу прислали,1,0,0,0
148,231792,"чтобы было побольше просмотров,и все,зачем им рецепты нужны,надо зарабатывать((((",1,0,0,0
149,104345,наши братья меньшие,1,0,0,0
150,156932,"😄 с днём рождения,малыш! здоровья, счастливой жизни и пусть исполнятся самые заветные мечты",1,0,0,0
151,110917,"почему стыдно с радостью,:-) всё бы отдал что бы сейчас жили мои родители",1,0,0,0
152,20031,молодец. очень позновательно. но лишний вес тут не уместен. 👍👎,1,0,0,0
153,211751,просто вы все это говорите и даете людям надежду,1,0,0,0
154,202634,на 25 он не выглядит,1,0,0,0
155,19388,вы достали,1,0,0,0
156,64886,"поздравляем с днём рождения! желаем здоровья, здоровья и долгих лет жизни!💐💐💐🎂🎂🎂🌹🌹🌹",1,0,0,0
157,116513,"олюшка а когда побалуешь нас, очень надо,правда очень",1,0,0,0
158,161613,ко всему живому воомбщемстал безразличен !ох как зараза тебя спортилаааааааооооххнемогу,1,0,0,0
159,208323,"в фб пишут, что во львове захватили суд.",1,0,0,0
160,150001,"о, спасибо, проверю! за 1200 ещё можно себе позволить :) а на омегу не сдавала?",1,0,0,0
161,200178,"ты для меня шваль ебаная и поэтому,оскорбить ты можешь,только свою конченную мать",0,1,0,0
162,153417,зола вместо металла,1,0,0,0
163,33264,уродина чтоб тебе кирпич на голову упал.,0,1,0,1
164,71767,"большое спасибо дорогая. дай тебе бя, счастья, любви. ты прекрасный и светлый человечек. вс",1,0,0,0
165,151005,"в этой книге приведены факты о деятельности общества исламият япония основанного курбангали в 1927(25?) в токио. общество открыло школу исламият токио, действовала титипография матбугаи исламият, где стараниями абделхай курбангали были отпечатаны коран, учебники рассылаемые татаро-башкирским обществам эмигрантов в 32 странах. у меня есть учебник с его предисловием: наш исторический долг сохранение языка, веры инарода... ",1,0,0,0
166,241053,а нехер дома сидеть как клуша. спать до обеда. поделом если бы и увели.,0,1,0,0
167,219583,"юля,молодец .действительно детям ты нужна.а свою половинку встретишь.ты мне очень нравишься.красивая, умная, с хорошим чувством юмора.счастья и удачи тебе.",1,0,0,0
168,196715,и на синей и на зелёной положения меняются.,1,0,0,0
169,240089,работали даже в выходные нужен был план,1,0,0,0
170,237410,вот и нахрена было так заморачиваться?!,1,0,0,0
171,148013,здравствуйте. можно с вами как то связаться по тел?,1,0,0,0
172,89059,твой маму ебал !,0,1,1,0
173,232846,вызывайте экзорциста...,1,0,0,0
174,134040,проще новый купить! к чему такая трата и смысл!?,1,0,0,0
175,29118,подсолнух что во время карантина мутировал ????,1,0,0,0
176,42554,всероссийская акция протеста,1,0,0,0
177,138663,дай бог быть каждому с тем с кем сердце не ищет других,1,0,0,0
178,81123,"это народ в ужасе от путина, с народа сдирают последнюю шкуру.",1,0,0,0
179,187773,россия!!россияни!! вори!! не надо совмещать все вместе!! это разные вещи!!! у людей на ушах мест неосталось для лапши!!! украина! сша!!итд!! вот и сказочки конец! бояринном скоро пиздец:-d﻿:-d﻿:-d﻿:-d﻿,0,1,0,0
180,97639,"а кто им платит?они сами себе платят ,а так же повышают зп с гос.бюджета",1,0,0,0
181,154517,"сама ты, полагаешь, достойна уважения, вбрасывая глупые комменты? многовато дебилов расплодилось при этом режиме.",0,1,0,0
182,244135,"аллилуйя!!! наконец то извилины пустили в работу, радует👌давно пора массово тестировать людей😎",1,0,0,0
183,221932,давно я аромата лимонного пирога дома не замечала,1,0,0,0
184,235519,напишите цену уколы.,1,0,0,0
185,142584,орешки мои где хочу там и ложу а ты их хорошо охраняй,1,0,0,0
186,228753,"а ты трус ёбаный , раз пишешь тут такое . позвони на канал им и скажи . а здесь нехуй трепаться из кустов . . герой бля ...",0,1,0,0
187,42545,и меня 89514247504,1,0,0,0
188,90261,ошибочка вышла -80😁,1,0,0,0
189,71152,шикарно! какая красота!!!!молодцы!!!! горжусь своими земляками!,1,0,0,0
190,110714,а где знаменитое (щерт побери),1,0,0,0
191,6998,прям я весной хочу влезть во что-то прошлогоднее.,1,0,0,0
192,165595,можно ссылку на источник,1,0,0,0
193,192376,пообщаться не хочешь,1,0,0,0
194,6144,"больно...сказало сердце, забудешь...успокоило время .... но я буду постоянно возвращаться...усмехнулась память...",1,0,0,0
195,6110,"и вновь продолжается жизнь, и сердцу тревожно в груди в",1,0,0,0
196,128639,а я зашла а сумму которую выплатить должны нет вообще нечего нет там,1,0,0,0
197,49359,"полное безобразие, что творится со страной.",1,0,0,0
198,128847,остаётся одно - убивать на месте....,0,0,0,1
199,137804,"мы славяне, а не христиане",1,0,0,0
200,68486,"друзья мои верные, выручайте в трудном деле! для того чтобы задачу непростую выполнить нужна мне вещь редкая. мне не хватает: масло друзья мои верные, выручайте в трудном деле! для того чтобы задачу непростую выполнить нужна мне вещь редкая. мне не хватает: масло подсолн. https://ok.ru/game/kingdom/?item=473757723906_1596483096_2/0/114. https://ok.ru/game/kingdom/?item=473757723906_1596483096_2/0/114 ",1,0,0,0
201,13405,что насчет тайменя?,1,0,0,0
202,8403,мразота полнаяюи другие пострадают,0,1,0,0
203,59537,надо найти его и кастрировать ублюдка,0,1,0,1
204,199589,"на кой черт это помело. мозг надо развивать, а не лохмы отращивать.",1,0,0,0
205,151800,. молодцы удачи вам,1,0,0,0
206,209960,хочу на эту полянку!,1,0,0,0
207,223017,здравствуйте этот пистолет для прокалывания ушей 644 тг .это точная цена ?,1,0,0,0
208,80218,"молодцы ,очень приятно читать такие репортажи о неравнодушных людях .побольше бы таких людей ,жизнь наша становилась бы ярче ,насыщеннее. смотришь и в сознании равнодушных что _то изменилось.молодцы те люди ,которые проявили инициативу и вооплотили ее.",1,0,0,0
209,51114,столько гуманитрнои помощи было.можно и в отпуск,1,0,0,0
210,136682,"в каком месте стоит этот знак,?",1,0,0,0
211,225757,как хорошо что на земле есть люди которым хочется сказать и доброе утроу,1,0,0,0
212,194740,"привет ✌ http://joxi.ru/brrjr1gcylqvlr вот остров орды , там дефф всегда стоит , и сейчас есть ,я прошелся по нему по всем островам",1,0,0,0
213,152402,здравствуйте если срочно в црб на 2ом этаже где рентген!,1,0,0,0
214,176528,bо я оо с ч,1,0,0,0
215,44495,красиво. спасибо! вам хорошего дня,1,0,0,0
216,230222,"с днём рождения, зайчик)",1,0,0,0
217,198718,"и подземный там не нужен , обычный ! а деньги пустите на ливневкам по городу , а то венеция сплошная во время дождя !",1,0,0,0
218,23404,генсек протух блядь!!!,0,1,0,0
219,9599,я с собакой гуляю .,1,0,0,0
220,178196,"и при чем тут человечность ? у них выбора не было ...или везти конвоиров в больницу или получить срок за побег .они же не идиоты .хорошо что им ещё не впаяли попытку к бегству и не обвинили в том что авария подстроена ,а могли как не фиг делать и кто то бы ещё получил за это звёзды на погоны .",1,0,0,0
221,153433,репортаж ниоткуда и ни о чём!,1,0,0,0
222,114919,передать в станицу ессентукскую,1,0,0,0
223,80269,жаль красавицу...😞,1,0,0,0
224,125745,"это не дети -это выродки. таких в утробе давить надо и стерлизовать их мамашек алкашек, чтобы не плодили себе подобных дегротов. малышу быстрее выздороветь и загрысть на хрен этих ублюдков",0,1,0,1
225,225196,едим в абхазию!!!!!!!!!,1,0,0,0
226,226192,пля.... ну каркас- это ясно.... а облепили чем?,1,0,0,0
227,186097,"и правда , как куколка, хорошенькая!",1,0,0,0
228,53526,классно! ато раньше запуски ракет только с зарубежными спутниками были безаворийными.,1,0,0,0
229,163759,счастье вам,1,0,0,0
230,181535,"папочкина доченька..., счастья и любви...вам...!!!",1,0,0,0
231,73934,"доброе утро! ездили с этой турфирмой несколько раз: и в однодневные поездки (баскунчак, парк лога, экскурсии со школьниками новый год без границ), и в много дневные кисловодск-пятигорск. радует квалифицированный подход, сопровождение, а также бонус после поездки в виде скидочных купонов на следующие туры. запланировала ещё поездку в середине августа. рекомендую!",1,0,0,0
232,159661,уже давно играем с телефонов,1,0,0,0
233,10782,с удовольствием вошёл бы в неё,1,0,0,0
234,177558,а вы наконец сыграть смогли бы на флейте водосточных труб?,1,0,0,0
235,204079,"уроды. с кем воюют? пока только тетки кормят голубей. а когда выйдут миллионы, будут эти полицаи сверкать пятками.",0,1,0,0
236,16538,"весна-осень 84 г. кажется, первая рота, точно не помню)",1,0,0,0
237,151576,не нашли людей на яму,1,0,0,0
238,62096,стоит только им посмотреть в глаза друг другу как они уносятся в свой мир😍😍😍,1,0,0,0
239,235317,"на днях вызвала ваше такси до гагарина большие номера, взяли 85 руб, назад вызвала зеленый огонек, взяли 70, 15 руб разница, ну и зачем тогда максим?",1,0,0,0
240,199149,"все это чушь! после куркумы лицо становится оранжевого цвета,который не смыть.",1,0,0,0
241,241612,очень познавательно 👍,1,0,0,0
242,107373,кто пробовал этот чеснок,1,0,0,0
243,224045,иl чg х какого числа п в о а сайты видео картинки укси пешsги со тбилиси гей парад в закончился насилием шогldg пешsги со в оо гей парад приуроченный к международному дню против гомофобии был разрешен мэрией в на мэрии в ответ обращение патриарха заявили что проведение парада конституционным является правом граждан власти а лишь принимают к сведению о к,1,0,0,0
244,16481,"не табуретку им, а кол, ноги расслабил и получай, кол вошел.",0,0,0,1
245,92866,естественно во всем виновата среда.,1,0,0,0
246,67302,"от голода то точно не поможем,ошибаетесь сильно",1,0,0,0
247,218599,"надо поставить вопрос на правление почему председатель не отвечает на звонки ,или у нас его нет ,и вообще кому платим взносы ,если нет руководителя ,было чп со светом и сразу все исчезли,разве так можно?",1,0,0,0
248,15631,такого полицейского убить надо было,0,0,0,1
249,118911,"да отпиздить его надо было, раз битой переебать, что бы остаток жизни ходил улыбался",0,0,0,1
250,6522,красота молодцы👍👍👍!!!,1,0,0,0
251,175439,россия - молодец! и не несите тут хуйни! батька - популист! каждый раз срется! западу хочет понравиться! а эффект обратный! обосрался очередной раз! придурок! русофобией решил подзаработать! урод!,0,1,0,0
252,46208,"а ведь это правда ,нужно думать только о хорошем☀️☀️☀️🌻🌻🌻",1,0,0,0
253,19508,это просто👍👍👍👍👍👍👍👍,1,0,0,0
254,112461,"даже в вашей квартире, есть стороны света😉",1,0,0,0
255,108408,"довольно кровь сосать, вампиры тюрьмой, налогом, нищетой! для вас - вся власть, все блага мира, а наше право - звук пустой.",1,0,0,0
256,202136,типичная молдованка.,1,0,0,0
257,140044,"ничего страшного, лишь бы автоматом умел пользоваться!",1,0,0,0
258,129506,"а домкомы, чаще всего, за парковки у дома",1,0,0,0
259,115066,приветик ты красавица.с днём рождения.!!!,1,0,0,0
260,161525,таких ублюдков нужно растреливать .подонок вырвать бы ему причиндалы живьем,0,1,0,1
261,190226,"молодец! а я все слила и теперь застряла, надеюсь за 2-3 дня проскочу.",1,0,0,0
